PROVEEDOR,DEPARTAMENTO,MUNICIPIO,SEGMENTO,Periodo_2015_4,Periodo_2016_1,Periodo_2016_2,Periodo_2016_3,Periodo_2016_4,Periodo_2017_1,Periodo_2017_2,Periodo_2017_3,Periodo_2017_4
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,PUERTO COLOMBIA,Residencial - Estrato 4,12,13,13,12,11,13,12,11,10
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,PUERTO COLOMBIA,Residencial - Estrato 5,21,21,21,26,27,27,28,25,25
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,PUERTO COLOMBIA,Residencial - Estrato 6,17,15,16,16,18,19,19,19,20
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,PUERTO COLOMBIA,Sin estratificar,-,-,-,3,1,1,6,1,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,PUERTO COLOMBIA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,REPELÓN,Corporativo,8,8,7,7,7,7,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,REPELÓN,Residencial - Estrato 1,10,10,9,9,9,8,6,4,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,REPELÓN,Residencial - Estrato 2,21,20,20,19,18,17,16,14,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,REPELÓN,Residencial - Estrato 3,3,3,3,2,2,1,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,REPELÓN,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANAGRANDE,Corporativo,44,42,40,41,36,35,33,31,31
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANAGRANDE,Residencial - Estrato 1,28,29,28,28,27,25,24,24,24
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANAGRANDE,Residencial - Estrato 2,160,156,154,151,143,141,131,128,127
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANAGRANDE,Residencial - Estrato 3,83,82,79,76,74,69,66,66,65
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANAGRANDE,Residencial - Estrato 4,0,0,0,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANAGRANDE,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANALARGA,Corporativo,344,335,339,362,348,331,325,311,302
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANALARGA,Residencial - Estrato 1,397,388,384,400,380,367,350,343,334
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANALARGA,Residencial - Estrato 2,826,799,796,845,810,799,765,749,727
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANALARGA,Residencial - Estrato 3,486,478,500,586,563,558,533,515,501
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANALARGA,Residencial - Estrato 4,22,22,26,42,41,38,35,34,33
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANALARGA,Sin estratificar,-,-,-,2,2,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SABANALARGA,Uso propio interno del operador,1,1,1,1,1,0,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SANTA LUCÍA,Corporativo,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SANTA LUCÍA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SANTO TOMÁS,Corporativo,77,75,78,75,72,72,69,65,65
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SANTO TOMÁS,Residencial - Estrato 1,181,179,179,176,167,164,165,162,157
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SANTO TOMÁS,Residencial - Estrato 2,687,694,699,666,624,606,619,603,592
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SANTO TOMÁS,Residencial - Estrato 3,210,212,211,203,198,197,197,195,192
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SANTO TOMÁS,Residencial - Estrato 4,8,7,7,7,7,7,7,7,7
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SANTO TOMÁS,Sin estratificar,-,-,-,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SANTO TOMÁS,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SOLEDAD,Corporativo,1082,1041,1037,1042,1165,1138,1011,1010,985
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SOLEDAD,Residencial - Estrato 1,4054,4105,4234,4207,4017,4091,4029,3937,3994
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SOLEDAD,Residencial - Estrato 2,8214,8096,7926,7740,7402,7473,7436,7275,7228
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SOLEDAD,Residencial - Estrato 3,634,753,826,900,903,1077,1038,987,993
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SOLEDAD,Residencial - Estrato 4,5,5,5,5,5,4,2,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SOLEDAD,Residencial - Estrato 5,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SOLEDAD,Sin estratificar,-,-,-,12,19,34,12,4,21
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SOLEDAD,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SUAN,Corporativo,7,6,6,6,6,6,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SUAN,Residencial - Estrato 1,4,4,4,4,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SUAN,Residencial - Estrato 2,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,SUAN,Residencial - Estrato 3,4,4,4,4,2,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,TUBARÁ,Corporativo,8,6,6,7,6,6,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,TUBARÁ,Residencial - Estrato 1,5,5,5,5,5,5,5,5,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,TUBARÁ,Residencial - Estrato 2,14,14,12,12,12,11,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,TUBARÁ,Residencial - Estrato 3,1,1,1,1,1,0,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,TUBARÁ,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,USIACURÍ,Corporativo,12,12,12,11,3,3,3,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,USIACURÍ,Residencial - Estrato 1,4,3,2,2,2,2,2,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,USIACURÍ,Residencial - Estrato 2,18,18,17,16,15,15,14,13,13
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,USIACURÍ,Residencial - Estrato 3,4,4,4,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,ATLÁNTICO,USIACURÍ,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Corporativo,31131,29888,28183,27005,49817,51100,27832,28542,28331
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Residencial - Estrato 1,10464,10043,9938,9874,9434,9408,9487,9335,9384
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Residencial - Estrato 2,64926,63110,62417,61775,59023,60336,60377,60460,60743
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Residencial - Estrato 3,52541,51686,51906,52088,51539,53300,53618,53804,52614
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Residencial - Estrato 4,11275,11275,11528,11779,11652,11763,11676,11673,11470
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Residencial - Estrato 5,4018,4147,4329,4544,4696,4855,4914,4970,4997
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Residencial - Estrato 6,1485,1473,1519,1619,1671,1745,1759,1754,1748
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Sin estratificar,1,1,1,171,226,372,235,76,144
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CÓRDOBA,Residencial - Estrato 3,1,1,0,0,0,0,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOGOTÁ D.C.,"BOGOTÁ, D.C.",Uso propio interno del operador,372,372,375,372,732,731,210,210,209
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,ACHÍ,Corporativo,3,3,3,3,3,3,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,ACHÍ,Residencial - Estrato 1,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,ACHÍ,Residencial - Estrato 2,3,3,3,3,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,ACHÍ,Residencial - Estrato 3,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,ARJONA,Corporativo,136,131,128,128,147,144,109,102,102
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,ARJONA,Residencial - Estrato 1,500,477,464,449,433,415,394,369,353
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,ARJONA,Residencial - Estrato 2,472,469,461,450,437,419,397,380,363
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,ARJONA,Residencial - Estrato 3,144,141,139,137,133,129,124,122,121
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,ARJONA,Residencial - Estrato 6,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,ARJONA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,BARRANCO DE LOBA,Corporativo,7,6,4,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,BARRANCO DE LOBA,Residencial - Estrato 1,1,0,0,0,0,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,BARRANCO DE LOBA,Residencial - Estrato 3,1,1,1,0,0,0,0,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CALAMAR,Corporativo,10,10,9,8,7,7,7,7,7
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CALAMAR,Residencial - Estrato 1,2,2,2,2,2,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CALAMAR,Residencial - Estrato 2,3,3,3,3,3,3,2,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CALAMAR,Residencial - Estrato 3,2,2,2,2,2,2,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CALAMAR,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CANTAGALLO,Corporativo,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CARTAGENA,Corporativo,18619,18281,18008,17909,21914,21591,16561,16449,16082
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CARTAGENA,Residencial - Estrato 1,16886,16291,15783,15150,13482,13173,12716,12436,12161
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CARTAGENA,Residencial - Estrato 2,32593,32672,32761,32437,30014,30627,30675,31103,30725
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CARTAGENA,Residencial - Estrato 3,11861,11905,12074,12062,11527,11536,11378,11176,10905
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CARTAGENA,Residencial - Estrato 4,3703,3659,3623,3569,3466,3448,3422,3421,3380
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CARTAGENA,Residencial - Estrato 5,2334,2346,2360,2421,2409,2472,2601,2817,3161
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CARTAGENA,Residencial - Estrato 6,2469,2441,2454,2464,2461,2457,2497,2564,2635
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CARTAGENA,Sin estratificar,-,-,-,58,49,85,69,15,30
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CARTAGENA,Uso propio interno del operador,30,30,30,30,12,12,12,12,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CLEMENCIA,Corporativo,18,18,17,13,13,14,9,9,9
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CLEMENCIA,Residencial - Estrato 1,7,6,5,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CLEMENCIA,Residencial - Estrato 2,18,18,16,16,12,12,12,11,10
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CLEMENCIA,Residencial - Estrato 3,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CÓRDOBA,Corporativo,1,1,1,1,1,1,1,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,CÓRDOBA,Residencial - Estrato 2,2,1,0,0,0,0,-,-,-
GILAT COLOMBIA S A ESP,VAUPÉS,PACOA,Sin estratificar,2,0,-,-,0,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,Corporativo,225,217,207,203,185,179,171,163,157
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,Residencial - Estrato 1,389,368,345,321,296,276,258,233,218
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,Residencial - Estrato 2,307,294,281,273,254,237,232,223,213
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,Residencial - Estrato 3,45,44,43,42,42,39,36,36,36
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,Residencial - Estrato 4,-,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL GUAMO,Corporativo,5,4,4,5,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL GUAMO,Residencial - Estrato 1,4,4,4,3,3,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL GUAMO,Residencial - Estrato 2,5,4,4,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL GUAMO,Residencial - Estrato 3,9,9,9,9,9,9,9,8,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,EL PEÑÓN,Residencial - Estrato 1,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAGANGUÉ,Corporativo,490,463,444,435,441,421,374,365,347
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAGANGUÉ,Residencial - Estrato 1,171,159,150,144,123,115,100,93,92
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAGANGUÉ,Residencial - Estrato 2,567,533,514,487,445,426,401,377,359
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAGANGUÉ,Residencial - Estrato 3,62,57,57,56,52,50,43,35,34
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAGANGUÉ,Sin estratificar,-,-,-,1,1,1,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAGANGUÉ,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAHATES,Corporativo,6,6,7,6,5,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAHATES,Residencial - Estrato 1,8,8,6,5,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAHATES,Residencial - Estrato 2,13,13,13,12,12,12,11,11,10
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAHATES,Residencial - Estrato 3,4,4,4,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MAHATES,Residencial - Estrato 4,1,1,1,0,0,0,0,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MARÍA LA BAJA,Corporativo,34,33,33,31,27,27,27,28,28
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MARÍA LA BAJA,Residencial - Estrato 1,34,31,29,25,20,17,16,15,13
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MARÍA LA BAJA,Residencial - Estrato 2,46,41,38,36,35,32,30,29,27
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MARÍA LA BAJA,Residencial - Estrato 3,8,8,7,7,7,6,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MOMPÓS,Corporativo,177,166,162,158,151,146,143,140,132
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MOMPÓS,Residencial - Estrato 1,247,237,228,225,211,203,195,186,183
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MOMPÓS,Residencial - Estrato 2,250,243,238,231,218,209,199,192,188
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MOMPÓS,Residencial - Estrato 3,156,150,149,146,141,136,135,130,128
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MOMPÓS,Sin estratificar,-,-,-,3,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MOMPÓS,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MORALES,Corporativo,10,10,10,10,10,10,10,10,10
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MORALES,Residencial - Estrato 1,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,MORALES,Residencial - Estrato 2,21,18,15,14,13,11,11,11,9
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,PINILLOS,Corporativo,5,5,5,6,5,5,5,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,PINILLOS,Residencial - Estrato 1,2,2,1,1,1,1,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,PINILLOS,Residencial - Estrato 2,4,4,2,2,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,REGIDOR,Residencial - Estrato 1,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN ESTANISLAO,Corporativo,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN ESTANISLAO,Residencial - Estrato 1,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN FERNANDO,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN JACINTO,Corporativo,27,24,23,26,23,22,19,18,18
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN JACINTO,Residencial - Estrato 1,27,27,25,25,23,23,23,23,23
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN JACINTO,Residencial - Estrato 2,50,51,51,51,49,47,46,43,42
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN JACINTO,Residencial - Estrato 3,0,0,0,0,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN JACINTO,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN JUAN NEPOMUCENO,Corporativo,76,74,72,74,66,68,67,65,63
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN JUAN NEPOMUCENO,Residencial - Estrato 1,226,216,210,201,187,178,170,160,157
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN JUAN NEPOMUCENO,Residencial - Estrato 2,347,337,325,312,294,283,271,263,258
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN JUAN NEPOMUCENO,Residencial - Estrato 3,5,5,5,5,5,5,5,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN JUAN NEPOMUCENO,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN MARTÍN DE LOBA,Corporativo,2,2,2,2,2,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN MARTÍN DE LOBA,Residencial - Estrato 1,1,1,1,1,1,1,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN PABLO,Corporativo,32,30,29,32,29,30,29,28,28
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN PABLO,Residencial - Estrato 1,31,28,27,27,28,27,26,26,26
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN PABLO,Residencial - Estrato 2,25,24,21,20,19,19,19,18,17
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN PABLO,Residencial - Estrato 4,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN PABLO,Sin estratificar,-,-,-,-,-,1,0,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SAN PABLO,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SANTA ROSA,Corporativo,9,8,8,8,7,5,5,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SANTA ROSA,Residencial - Estrato 1,2,2,2,2,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SANTA ROSA,Residencial - Estrato 2,9,8,7,7,5,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SANTA ROSA DEL SUR,Corporativo,66,62,56,56,53,52,49,49,49
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SANTA ROSA DEL SUR,Residencial - Estrato 1,31,28,27,24,23,20,18,18,16
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SANTA ROSA DEL SUR,Residencial - Estrato 2,28,27,26,24,21,18,16,16,15
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SANTA ROSA DEL SUR,Residencial - Estrato 3,29,28,27,26,23,21,20,20,19
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SIMITÍ,Corporativo,20,16,15,15,14,14,13,13,13
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SIMITÍ,Residencial - Estrato 1,14,12,11,10,9,9,9,8,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SIMITÍ,Residencial - Estrato 2,25,24,22,22,23,22,20,18,17
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,SIMITÍ,Residencial - Estrato 3,7,7,5,5,5,5,5,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TALAIGUA NUEVO,Corporativo,3,3,3,3,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TALAIGUA NUEVO,Residencial - Estrato 1,12,12,11,10,9,9,5,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TALAIGUA NUEVO,Residencial - Estrato 2,16,16,15,13,12,11,9,9,9
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TALAIGUA NUEVO,Residencial - Estrato 3,3,3,3,3,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TURBACO,Corporativo,176,166,174,182,253,244,149,143,144
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TURBACO,Residencial - Estrato 1,522,489,476,454,393,373,344,326,306
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TURBACO,Residencial - Estrato 2,1170,1169,1185,1171,1013,1000,951,889,840
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TURBACO,Residencial - Estrato 3,125,144,168,182,168,155,150,137,126
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TURBACO,Residencial - Estrato 4,28,27,28,27,27,27,26,26,26
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TURBACO,Residencial - Estrato 5,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TURBACO,Residencial - Estrato 6,-,-,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TURBACO,Sin estratificar,-,-,-,-,1,0,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TURBACO,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,BOLÍVAR,TURBANÁ,Corporativo,6,6,5,6,5,5,5,5,5
